Blog	available	here	want	how	series	re	than	best	much	life	things	had	has	right	old	people	for	time	love	so	years	one	open	say	take	going	where	many	s	being	around	world	her	with	am	an	as	at	small	past	full	social	more	company	its	always	really	number	also	play	see	last	d	be	by	into	up	us	video	great	makes	next	this	high	could	system	should	email	ve	off	web	does	software	work	after	then	them	they	another	what	do	we	air	post	months	way	was	live	can	still	not	now	year	support	that	online	only	between	these	read	t	your	start	you	very	site	help	soon	since	pretty	during	x	both	look	while	some	doesn	go	facebook	announced	him	keep	need	i	well	home	he	using	even	new	ever	before	better	isn	don	m	said	three	website	is	it	in	if	make	just	down	finally	did	may	nbsp	thing	think	first	little	were	get	enough	those	same	money	users	two	through	part	most	find	point	big	google	back	few	looking	ll	day	have	latest	like	about	but	minutes	every	would	me	my	times	end	over	each	got	free	days	already	too	news	been	no	when	everything	says	today	name	she	any	good	check	week	blog	or	there	all	design	will	might	feel	story	his	are	long	twitter	called	app	use	from	something	our	out	their	which	who	why	book	know	because	getting	own	made	otherSchneier on Security	1	0	0	5	0	5	4	0	5	0	2	0	10	2	0	8	32	4	0	6	2	4	3	2	0	0	2	1	20	3	0	3	0	16	3	11	19	5	0	2	0	1	17	2	3	4	1	7	1	2	0	1	3	19	8	2	1	5	1	0	1	0	22	1	11	11	10	1	0	0	0	3	8	4	1	2	3	11	0	5	8	30	0	1	0	1	12	0	11	1	6	5	0	0	31	1	5	1	6	2	17	2	1	5	4	0	1	0	1	2	1	0	3	2	3	2	0	3	2	1	0	0	6	12	0	0	0	1	6	1	3	0	4	3	7	2	1	2	0	40	35	35	8	5	9	0	0	0	3	0	0	3	1	1	3	5	1	3	2	0	3	0	8	3	2	2	0	3	2	1	2	2	0	1	9	0	7	8	16	0	1	1	1	0	2	0	4	0	0	0	0	1	3	0	4	2	3	4	0	3	2	0	4	6	0	0	0	13	8	10	2	2	2	0	0	0	13	2	0	1	0	3	8	2	5	6	10	1	3	5	0	9	5	0	1	3	4
Gothamist	1	3	0	0	0	0	1	2	1	5	1	2	11	1	0	2	28	3	1	2	3	6	0	2	3	2	5	1	38	1	2	0	1	10	0	4	4	7	0	1	1	0	30	2	6	0	0	1	3	0	1	4	0	6	7	2	5	4	7	0	1	2	11	0	2	0	0	0	3	3	0	0	0	1	2	2	0	8	3	1	1	10	1	1	0	2	7	2	5	2	2	4	2	3	17	0	2	2	0	0	8	3	1	8	1	0	0	0	1	0	0	4	1	0	1	2	0	0	2	2	0	0	0	1	1	2	9	0	1	11	1	1	1	2	2	1	0	1	1	17	14	40	2	0	5	0	0	0	5	100	2	0	4	0	5	2	0	2	0	1	0	6	1	0	1	2	1	0	0	4	0	0	2	4	7	3	5	3	10	0	0	1	0	0	1	2	4	1	1	0	1	3	1	1	5	0	5	0	2	4	0	0	1	1	0	0	0	1	3	4	0	2	1	0	1	9	9	6	2	1	0	0	5	0	1	3	1	5	4	0	2	1	0	2	1	0	1
we make money not art	1	0	0	2	2	0	0	2	1	1	0	0	4	0	1	3	18	1	1	2	1	3	0	0	1	0	2	1	10	1	1	4	3	12	0	4	11	7	0	1	0	2	0	0	2	0	2	0	6	1	2	1	1	3	13	2	3	8	4	3	0	0	4	1	0	0	0	0	1	0	0	1	0	4	1	1	4	4	1	4	1	4	1	0	0	1	5	0	4	0	9	3	1	0	12	3	3	3	4	0	4	0	1	1	2	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	7	3	0	3	5	1	1	0	1	1	1	0	0	0	0	0	16	8	29	0	2	2	0	0	0	0	0	1	0	0	0	2	0	1	0	0	3	0	1	1	0	1	1	0	1	0	0	1	0	1	0	5	0	4	9	3	0	0	2	0	0	0	0	3	3	0	1	0	0	0	2	4	2	1	2	0	0	0	0	0	0	0	0	2	2	1	4	0	3	1	0	0	3	8	2	0	2	3	2	6	0	5	3	9	4	3	0	5	3	1	0	2	2	1
PerezHilton	0	5	1	0	3	1	1	1	0	0	0	1	4	0	1	2	8	2	6	3	1	1	0	0	0	0	2	0	15	0	0	0	17	9	0	4	3	2	0	1	0	0	3	0	0	1	1	0	0	0	4	2	0	5	1	0	3	1	0	0	0	0	6	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	0	2	0	11	0	0	0	2	1	1	1	2	4	0	3	0	6	0	0	0	1	0	5	1	0	2	0	0	0	0	2	2	3	1	0	0	0	3	0	0	0	1	2	0	0	0	1	0	3	0	0	3	3	0	0	0	0	0	0	0	0	7	7	12	0	1	3	1	0	1	1	0	0	1	2	0	0	1	2	0	0	0	0	3	0	0	1	1	1	5	0	0	1	0	0	2	2	0	3	3	5	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	2	0	3	0	4	0	0	0	2	2	0	0	1	0	0	1	0	1	4	7	0	3	1	0	2	1	1	0	1	0
Joho the Blog	1	1	1	0	0	0	0	0	0	1	8	2	0	0	0	16	1	1	0	1	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	2	3	10	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	8	0	0	0	0	0	0	0	0	0	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	4	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	8
ongoing by Tim Bray	0	2	1	2	0	2	1	0	1	0	3	0	0	1	0	3	6	3	0	2	0	3	0	1	0	1	1	2	11	0	2	0	0	10	0	6	6	5	0	0	1	2	1	1	0	0	1	0	0	1	1	1	3	2	1	1	3	0	0	2	0	0	1	0	0	0	1	0	2	0	1	0	0	1	1	2	2	4	0	1	2	0	0	1	1	0	4	0	3	2	4	3	1	0	4	0	0	0	1	0	3	0	0	4	0	1	0	0	1	0	0	4	0	2	1	2	0	3	1	1	2	0	0	34	0	0	2	0	2	1	0	0	0	0	3	2	0	0	1	6	10	6	2	0	2	0	0	0	1	0	1	3	0	2	0	1	0	0	0	2	1	1	0	0	0	0	0	1	1	1	1	2	4	0	5	0	2	5	8	0	1	0	0	5	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	2	0	0	1	3	1	1	0	1	1	3	0	0	0	0	1	0	5	0	0	0	2	0	2	0	0	4	1	1	3	1	0	1	0	0	1	0	0
NewsBusters - Exposing Liberal Media Bias	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
kottke.org	5	15	8	13	3	5	6	5	8	9	5	8	14	4	5	13	50	12	4	15	5	19	2	2	11	9	2	6	77	3	4	12	6	27	0	23	38	32	2	6	2	0	16	2	10	1	3	1	5	6	12	7	4	21	14	8	18	6	21	9	2	4	42	7	4	1	2	0	4	3	2	1	0	6	5	7	10	21	4	17	10	23	4	2	3	10	27	2	13	3	20	8	11	1	69	1	4	3	4	2	18	17	2	66	4	2	0	1	2	5	5	4	4	3	1	9	1	5	0	0	6	2	4	52	4	3	30	1	6	19	4	8	5	1	7	5	7	3	2	52	61	101	20	7	9	4	2	2	2	170	3	5	13	3	13	7	4	6	5	5	0	10	7	0	10	2	3	8	4	4	5	2	6	9	16	0	16	22	27	2	7	9	15	21	4	2	8	6	11	1	3	5	5	2	13	12	8	2	3	2	3	3	1	9	0	5	0	15	15	16	2	11	2	2	1	33	25	4	4	3	0	2	29	4	8	18	13	11	20	1	8	7	3	2	3	4	5
Joel on Software	3	4	18	11	1	22	16	0	7	1	20	6	19	4	2	27	43	16	1	33	5	13	9	3	3	7	8	7	37	5	7	4	0	22	2	15	24	33	3	0	2	2	19	1	1	2	14	4	5	0	8	1	2	39	11	8	32	8	0	27	8	5	34	0	7	11	10	2	5	5	3	3	40	12	2	7	15	46	0	11	19	38	0	2	7	12	26	1	34	3	19	7	5	1	118	1	3	3	7	5	39	18	7	121	8	1	5	0	4	3	1	1	6	6	8	16	9	9	0	0	1	3	10	37	3	1	2	15	13	10	2	5	6	1	15	2	1	6	0	79	77	73	28	15	15	5	1	2	7	7	7	7	11	7	7	24	1	7	3	13	5	10	3	2	11	10	5	7	3	3	6	0	6	10	36	0	13	19	25	4	18	5	6	6	1	2	6	2	6	10	3	5	8	1	7	4	17	9	0	7	0	0	14	3	1	1	2	27	18	20	2	14	13	4	2	1	41	5	0	8	3	10	10	6	5	19	14	20	8	6	1	5	12	6	2	3	8
The Full Feed from HuffingtonPost.com	0	2	0	2	1	5	6	0	1	0	0	5	10	1	0	5	26	6	0	1	3	8	1	1	1	1	2	1	36	5	0	2	4	28	0	11	20	14	0	0	1	5	37	4	11	0	1	0	6	0	0	4	2	4	23	1	4	1	10	0	3	1	12	2	1	0	0	2	2	0	0	0	0	1	6	0	5	10	4	7	1	10	0	4	0	0	16	0	1	0	5	2	3	0	33	3	2	1	1	15	7	0	2	2	0	7	1	1	1	0	1	0	2	2	3	3	3	1	13	2	2	1	0	11	1	0	15	4	0	8	2	0	1	1	1	2	15	2	11	12	14	48	2	1	4	0	0	1	1	0	0	1	4	1	3	3	0	1	3	0	3	3	2	1	2	2	0	1	0	0	1	0	0	7	15	0	4	5	10	0	0	7	0	3	3	0	7	1	0	0	2	0	1	3	9	5	5	0	2	1	0	6	0	1	0	3	0	4	1	3	0	6	2	0	1	8	12	2	5	2	0	3	15	2	1	2	5	5	10	0	1	0	4	0	1	3	7
Pharyngula	0	2	2	0	0	1	0	0	0	0	1	0	3	1	0	0	1	1	0	3	0	4	0	1	0	3	0	0	7	0	1	0	2	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	2	1	2	0	1	0	0	0	0	0	1	1	1	0	0	4	0	0	0	0	1	1	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	4	0	0	0	0	0	0	0	1	2	1	0	0	7	3	3	2	0	0	0	0	2	2	0	0	1	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	3	1	2	2	2	0	0	1	0	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	2	0	0	0
Online Marketing Report	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	1	3	1	1	4	0	3	0	1	0	0	0	0	5	0	0	0	0	3	2	4	7	2	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	6	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	3	0	5	0	0	0	5	0	1	0	0	0	1	1	0	10	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	12	0	1	0	0	0	2	0	0	0	0	0	4	0	0	1	7	32	2	1	0	5	0	0	1	0	0	0	0	0	1	0	1	0	5	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	3	0	2	6	1	0	1	2	3	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	17	0	2	3	4	0	0	1	0	0	0	0	0	0	0	1	0	0	24	0	0	23	1	0	0	0	0	2	0	1	0	0	0
foo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kotaku	0	0	0	2	2	5	2	2	0	1	0	1	3	0	0	1	9	2	0	4	0	7	0	2	0	0	1	1	22	0	0	2	0	10	0	4	6	3	0	1	0	0	29	0	1	0	1	1	2	1	1	1	1	7	3	2	5	1	0	2	1	1	8	0	2	0	3	0	0	0	0	1	0	0	1	0	0	5	0	4	3	5	0	0	0	1	6	0	3	2	1	3	2	0	11	0	1	2	2	24	4	7	0	10	0	1	1	2	0	5	0	1	0	5	0	3	0	2	0	0	0	1	3	3	3	3	2	0	3	9	1	0	0	0	1	0	0	0	0	13	21	10	3	3	5	0	0	0	2	0	1	0	4	0	3	3	0	3	2	0	0	3	0	3	1	0	0	0	0	0	1	0	2	0	2	2	4	4	9	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	3	1	0	0	0	2	1	0	0	5	2	0	0	4	2	6	2	5	2	0	0	2	3	3	0	1	0	0	3	1	0	8	1	2	0	1	0	3	0	0	1	0	0
Joystiq	12	4	4	3	15	7	9	0	2	2	3	4	24	3	0	0	133	10	2	12	4	15	1	0	10	1	2	3	122	3	5	9	3	32	0	19	34	29	1	0	3	0	23	2	26	3	1	0	10	10	43	7	9	28	18	7	22	11	4	1	2	8	81	2	3	4	2	40	2	13	0	2	3	1	5	1	1	4	2	6	2	13	0	0	2	3	15	11	26	1	17	17	9	3	33	5	4	8	6	2	12	16	1	28	3	5	1	2	3	0	6	4	2	3	10	8	1	3	1	13	0	3	0	1	6	6	7	1	3	36	0	2	0	4	2	0	8	11	2	73	45	116	8	4	5	10	0	0	6	160	0	0	10	1	1	7	3	4	1	0	0	7	10	4	1	2	3	1	1	3	1	3	2	2	5	3	7	6	17	1	2	6	0	2	1	3	11	2	4	11	2	6	1	1	6	6	9	1	3	6	0	0	1	4	2	3	2	15	10	8	0	28	1	0	7	3	12	2	2	3	6	41	23	2	46	12	11	16	5	0	1	0	0	1	1	0	8
